"StudentNr","BrandNr","Week","LnSales","LnAdvertising","LnPrice","LnCompAdvertising","LnCompPrice","Qrtr1","Qrtr2","Qrtr3","Qrtr4"
5065623,"85",179,15.9290136135252,11.4839188102672,-4.9710300395039,0,-5.82425662812408,0,1,0,0
5065623,"85",180,15.8239511418722,0,-4.93784962437061,8.22817689595132,-5.78055553346212,0,1,0,0
5065623,"85",181,15.8893041801315,10.8298474200871,-4.92951624281146,0,-5.7883604511315,0,1,0,0
5065623,"85",182,15.8536964173449,0,-4.88567805469187,0,-5.81818373496618,0,0,1,0
5065623,"85",183,15.8633979630463,10.8298474200871,-4.95217772452469,0,-5.78445037772366,0,0,1,0
5065623,"85",184,15.9504319805355,0,-4.9345079337087,0,-5.7922858732476,0,0,1,0
5065623,"85",185,15.996489215415,0,-4.94709727329227,0,-5.7883604511315,0,0,1,0
5065623,"85",186,16.0167550446274,0,-4.9928936126201,0,-5.81315101171157,0,0,1,0
5065623,"85",187,16.0295391536121,0,-5.01796206948272,0,-5.81717516201129,0,0,1,0
5065623,"85",188,16.0888970918214,0,-4.91878564046638,0,-5.77377584647674,0,0,1,0
5065623,"85",189,16.0647220890508,0,-4.92785786763869,0,-5.78250105936761,0,0,1,0
5065623,"85",190,16.0679351883587,9.41499403397655,-4.99732428003658,0,-5.81616760525099,0,0,1,0
5065623,"85",191,16.1241757297614,14.4620041901647,-5.02341662846099,0,-5.8583332345048,0,0,1,0
5065623,"85",192,16.1494088357006,12.2478669671872,-4.92125173296157,0,-5.8212155715483,0,0,1,0
5065623,"85",193,16.1571967415725,14.7586967426864,-4.94372458881363,0,-5.7913030721857,0,0,1,0
5065623,"85",194,16.228011555061,14.9790678476458,-4.91142364402531,0,-5.78445037772366,0,0,1,0
5065623,"85",195,16.3248610089038,14.7075581862038,-4.94878789077018,13.3803349311062,-5.80614748133423,0,0,0,1
5065623,"85",196,16.2754941936215,14.5644949188083,-4.89605738938882,12.7296259279204,-5.81516106263959,0,0,0,1
5065623,"85",197,16.2884554503363,14.6123851213463,-4.86913573182256,12.6184372307459,-5.7913030721857,0,0,0,1
5065623,"85",198,16.373663487327,14.135226038197,-4.90088443013714,13.2732235064455,-5.80714498765135,0,0,0,1
5065623,"85",199,16.2963032570496,14.9708783459799,-4.91223897224006,11.9509674700085,-5.82020393767345,0,0,0,1
5065623,"85",200,16.2952634499281,14.7264996610071,-4.83685006832459,11.8127411267952,-5.79721441944875,0,0,0,1
5065623,"85",201,16.3141514596468,12.6381342437601,-4.86913573182256,12.0337113205305,-5.79622676504748,0,0,0,1
5065623,"85",202,16.4106043564537,11.9682341504672,-4.90088443013714,11.6536695335971,-5.78250105936761,0,0,0,1
5065623,"85",203,16.4074794246948,13.8955603425358,-4.98409073887414,12.8473816464374,-5.85728336564196,0,0,0,1
5065623,"85",204,16.396417149616,14.4084621947386,-4.87697890928358,13.2551672554543,-5.84996498483428,0,0,0,1
5065623,"85",205,16.4435213847207,14.7453692276695,-4.8675744512556,12.9505757435168,-5.82324191469353,0,0,0,1
5065623,"85",206,16.4184810928557,11.4310752914807,-4.89285225843987,13.3338018912678,-5.84166618201959,0,0,0,1
5065623,"85",207,15.9898860723278,0,-4.97449624748038,8.99454475832451,-5.90896332559624,0,0,0,1
